Id,Y
20001,0.9966633
20002,0.95275885
20003,0.9937884
20004,0.9656822
20005,0.9609692
20006,0.94507784
20007,0.99710256
20008,0.92533606
20009,0.9627863
20010,0.9481008
20011,0.9505885
20012,0.99576974
20013,0.9274241
20014,0.9942458
20015,0.98916584
20016,0.95714104
20017,0.9574551
20018,0.98657167
20019,0.9967079
20020,0.99775773
20021,0.9502662
20022,0.99832004
20023,0.94704986
20024,0.99670166
20025,0.964047
20026,0.9953399
20027,0.9990094
20028,0.973096
20029,0.9621393
20030,0.9962949
20031,0.96742547
20032,0.9970999
20033,0.99549663
20034,0.99767345
20035,0.9980843
20036,0.9680953
20037,0.917631
20038,0.9963433
20039,0.9968172
20040,0.9486078
20041,0.9422297
20042,0.94071144
20043,0.95351595
20044,0.9960139
20045,0.7382574
20046,0.824203
20047,0.9784847
20048,0.9990031
20049,0.9808977
20050,0.9970993
20051,0.9976532
20052,0.99581194
20053,0.998803
20054,0.90466183
20055,0.95867044
20056,0.97455955
20057,0.9980725
20058,0.99424875
20059,0.99823403
20060,0.9472304
20061,0.9988311
20062,0.8951245
20063,0.97950065
20064,0.97655505
20065,0.91164935
20066,0.9967855
20067,0.93709373
20068,0.99860746
20069,0.945685
20070,0.9651508
20071,0.9971359
20072,0.9071439
20073,0.99775875
20074,0.97996867
20075,0.9954466
20076,0.95879
20077,0.99614125
20078,0.9962507
20079,0.9970265
20080,0.99813616
20081,0.98053086
20082,0.9955325
20083,0.9980306
20084,0.9633147
20085,0.9365932
20086,0.9784169
20087,0.9396034
20088,0.9374969
20089,0.91415477
20090,0.98665524
20091,0.90463287
20092,0.95922786
20093,0.9776973
20094,0.92783415
20095,0.99505204
20096,0.141962
20097,0.9761078
20098,0.93786126
20099,0.9263357
20100,0.96918386
20101,0.9297668
20102,0.9410437
20103,0.18754826
20104,0.9614324
20105,0.8707223
20106,0.97798413
20107,0.9964753
20108,0.96218425
20109,0.9153564
20110,0.97302836
20111,0.9762139
20112,0.91116345
20113,0.9965823
20114,0.9749376
20115,0.37954184
20116,0.997962
20117,0.9803991
20118,0.993842
20119,0.9855393
20120,0.98567295
20121,0.9631441
20122,0.9737465
20123,0.9725178
20124,0.8864742
20125,0.97776854
20126,0.9576044
20127,0.9437255
20128,0.9951509
20129,0.99732625
20130,0.9773615
20131,0.97136974
20132,0.98215103
20133,0.99567574
20134,0.9360086
20135,0.9587179
20136,0.90171796
20137,0.96722
20138,0.946472
