Id,Y
20001,0.9998882
20002,0.9950765
20003,0.99947184
20004,0.9975642
20005,0.97128636
20006,0.994313
20007,0.9997694
20008,0.95587695
20009,0.964703
20010,0.96692085
20011,0.9868938
20012,0.9989064
20013,0.9801497
20014,0.9999063
20015,0.9954829
20016,0.9892603
20017,0.9804386
20018,0.98999244
20019,0.99979955
20020,0.99942696
20021,0.9856828
20022,0.9983864
20023,0.9825646
20024,0.99977547
20025,0.97341126
20026,0.99997497
20027,0.9995586
20028,0.99923193
20029,0.9959621
20030,0.99978906
20031,0.95415485
20032,0.9995629
20033,0.99948263
20034,0.9998901
20035,0.9999373
20036,0.994632
20037,0.9859762
20038,0.99988306
20039,0.9995321
20040,0.97388047
20041,0.99114347
20042,0.9555897
20043,0.98866755
20044,0.99944514
20045,0.2940574
20046,0.89536905
20047,0.9951715
20048,0.9999579
20049,0.99238414
20050,0.9999002
20051,0.9994205
20052,0.9984787
20053,0.999961
20054,0.9512052
20055,0.96003544
20056,0.99254954
20057,0.99996233
20058,0.9988657
20059,0.99997604
20060,0.90636057
20061,0.99996984
20062,0.803384
20063,0.99390984
20064,0.9946749
20065,0.9338485
20066,0.9996582
20067,0.95848674
20068,0.99995804
20069,0.86580265
20070,0.99081004
20071,0.99927264
20072,0.9954308
20073,0.99971634
20074,0.99706763
20075,0.99993
20076,0.9748521
20077,0.9997793
20078,0.99993443
20079,0.99946934
20080,0.9994479
20081,0.99948823
20082,0.9994192
20083,0.99998677
20084,0.99322355
20085,0.99464995
20086,0.99698514
20087,0.99233717
20088,0.9908351
20089,0.97021323
20090,0.9995565
20091,0.90785784
20092,0.9983303
20093,0.99612063
20094,0.7358042
20095,0.9998872
20096,0.031646427
20097,0.9983778
20098,0.9630334
20099,0.927296
20100,0.98638284
20101,0.9658974
20102,0.9656001
20103,0.015168043
20104,0.95118165
20105,0.84293735
20106,0.9988361
20107,0.999587
20108,0.99705637
20109,0.89165443
20110,0.98890454
20111,0.9953538
20112,0.83723396
20113,0.99994445
20114,0.993543
20115,0.14848621
20116,0.9996086
20117,0.99650586
20118,0.99924845
20119,0.9974209
20120,0.99781585
20121,0.9717872
20122,0.9931085
20123,0.9991881
20124,0.9630243
20125,0.9431776
20126,0.9833317
20127,0.9458639
20128,0.99873465
20129,0.999925
20130,0.9909738
20131,0.99677604
20132,0.9863325
20133,0.99589145
20134,0.95139354
20135,0.98940873
20136,0.7534157
20137,0.996317
20138,0.96780217
20139,0.9832097
20140,0.9929985
20141,0.9982331
20142,0.9994197
20143,0.9855884
20144,0.9969537
20145,0.970215
20146,0.13947923
20147,0.9862555
20148,0.035673022
20149,0.9938008
20150,0.69124687
20151,0.8919816
20152,0.9937145
20153,0.9998547
20154,0.9991092
20155,0.99921787
20156,0.9862787
20157,0.9970667
20158,0.040221896
20159,0.98364973
20160,0.999853
20161,0.9976876
20162,0.99955267
20163,0.98975056
20164,0.99516654
20165,0.9886541
20166,0.9939622
20167,0.95790654
20168,0.9986946
20169,0.99986684
20170,0.99954957
20171,0.99848914
20172,0.96949154
20173,0.9991259
20174,0.0037540726
20175,0.8924601
20176,0.9801309
20177,0.9997173
20178,0.97614515
20179,0.9997309
20180,0.9989359
20181,0.9840461
20182,0.9176164
20183,0.990777
20184,0.99963033
20185,0.9999614
20186,0.9955776
20187,0.9976682
20188,0.99845433
20189,0.9766284
20190,0.9942272
20191,0.97931767
20192,0.9963337
20193,0.9776292
20194,0.9905834
20195,0.9997739
