Id,Y
20001,0.9985916
20002,0.99284714
20003,0.9998933
20004,0.99192435
20005,0.99224454
20006,0.9891558
20007,0.999816
20008,0.9752626
20009,0.9487497
20010,0.95154643
20011,0.9770767
20012,0.99970883
20013,0.97504854
20014,0.9984452
20015,0.999624
20016,0.99474686
20017,0.9830588
20018,0.9995214
20019,0.99964225
20020,0.999617
20021,0.99580884
20022,0.9998318
20023,0.98433506
20024,0.999931
20025,0.9731637
20026,0.9999448
20027,0.9999697
20028,0.99871266
20029,0.9895956
20030,0.99867874
20031,0.9793829
20032,0.99924576
20033,0.9987992
20034,0.99998236
20035,0.99999
20036,0.9951438
20037,0.9849541
20038,0.99928904
20039,0.99981457
20040,0.97265774
20041,0.94304764
20042,0.9774656
20043,0.99630594
20044,0.99897635
20045,0.77090657
20046,0.8086419
20047,0.99192035
20048,0.9999397
20049,0.995187
20050,0.9998615
20051,0.99988294
20052,0.9995421
20053,0.9999372
20054,0.9241335
20055,0.98419017
20056,0.9953244
20057,0.99976605
20058,0.9984518
20059,0.99970406
20060,0.98052096
20061,0.9999199
20062,0.88881034
20063,0.9928484
20064,0.994806
20065,0.9080655
20066,0.9996977
20067,0.98740816
20068,0.999925
20069,0.9597918
20070,0.9985226
20071,0.9997124
20072,0.9757582
20073,0.9998779
20074,0.98944
20075,0.99979895
20076,0.9841601
20077,0.99981576
20078,0.9999559
20079,0.999585
20080,0.9999572
20081,0.99926263
20082,0.99888176
20083,0.9997812
20084,0.99476504
20085,0.977104
20086,0.99748766
20087,0.98665696
20088,0.9939313
20089,0.99179345
20090,0.9986828
20091,0.937218
20092,0.9984688
20093,0.9973152
20094,0.7754057
20095,0.9997347
20096,0.029167637
20097,0.99056506
20098,0.9689443
20099,0.93823165
20100,0.9956299
20101,0.9544013
20102,0.9979013
20103,0.049356584
20104,0.8830246
20105,0.88204676
20106,0.99799794
20107,0.9989498
20108,0.9907617
20109,0.97469246
20110,0.9936318
20111,0.9952709
20112,0.66193044
20113,0.99967396
20114,0.99797636
20115,0.4693809
20116,0.9998696
20117,0.9770454
20118,0.99973375
20119,0.9963308
20120,0.99920565
20121,0.9928248
20122,0.98493606
20123,0.99779886
20124,0.98125845
20125,0.99478596
20126,0.99605846
20127,0.95881456
20128,0.9998795
20129,0.9998609
20130,0.9877707
20131,0.9968581
20132,0.9975672
20133,0.99972326
20134,0.9706937
20135,0.9959655
20136,0.74114597
20137,0.9891294
20138,0.99481297
20139,0.99855965
20140,0.98811394
20141,0.9986721
20142,0.9994388
20143,0.9956553
20144,0.9988288
20145,0.97868425
20146,0.06745395
20147,0.9939507
20148,0.03165292
20149,0.98554474
20150,0.9823584
20151,0.97134274
20152,0.99575716
20153,0.9999497
20154,0.99741024
20155,0.9956571
20156,0.9928357
20157,0.9992149
20158,0.017039709
20159,0.9919246
20160,0.99947625
20161,0.9980672
20162,0.9995043
20163,0.999574
20164,0.97483283
20165,0.9814162
20166,0.9831798
20167,0.9884693
20168,0.99904007
20169,0.99691653
20170,0.9996426
20171,0.9956104
20172,0.98987365
20173,0.99884194
20174,0.0040994775
20175,0.94971883
20176,0.9435135
20177,0.99993515
20178,0.99370885
20179,0.9996741
20180,0.99812645
20181,0.9980888
20182,0.95407176
20183,0.9977859
20184,0.99971575
20185,0.9997297
20186,0.9506335
20187,0.9833987
20188,0.9992884
20189,0.9793323
20190,0.9800537
20191,0.9662081
20192,0.99929094
20193,0.9920826
20194,0.99702233
20195,0.9998889
20196,0.94073147
20197,0.9501717
20198,0.9938519
20199,0.99956876
20200,0.98798233
20201,0.9966208
20202,0.9688431
20203,0.9998173
20204,0.99933773
20205,0.99779487
20206,0.9643822
20207,0.99692756
20208,0.99551
20209,0.9907164
20210,0.99893314
20211,0.3499725
20212,0.99801254
20213,0.99634296
20214,0.9985455
20215,0.9998815
20216,0.9963167
20217,0.9998599
20218,0.9831761
20219,0.99993813
20220,0.99350435
20221,0.99054855
20222,0.9998061
20223,0.9828666
20224,0.96448684
20225,0.974814
20226,0.9989446
20227,0.96137166
20228,0.9999653
20229,0.9969807
20230,0.55553967
20231,0.99764603
20232,0.99218094
20233,0.897774
20234,0.97970027
20235,0.9985071
20236,0.99945885
20237,0.9903818
20238,0.9976478
20239,0.99903333
20240,0.99981576
20241,0.9934735
20242,0.87690085
20243,0.9978637
20244,0.9884801
20245,0.9951455
20246,0.9998134
20247,0.9995079
20248,0.9987153
20249,0.9754346
20250,0.9989304
20251,0.9922552
20252,0.99980885
20253,0.95209336
20254,0.9975485
20255,0.994504
20256,0.9956578
20257,0.9995239
20258,0.9980368
20259,0.639985
20260,0.99767727
20261,0.90524465
20262,0.99686277
20263,0.99998236
20264,0.98410565
20265,0.9495028
20266,0.9939319
20267,0.9998036
20268,0.99864656
20269,0.9988489
20270,0.99968827
20271,0.9809029
20272,0.9998029
20273,0.9769851
20274,0.87655455
20275,0.99719244
20276,0.9872399
20277,0.99575496
20278,0.9856009
20279,0.988189
20280,0.9765623
20281,0.9948007
20282,0.9998367
20283,0.9965778
20284,0.97196215
20285,0.9994228
20286,0.9885168
20287,0.998092
20288,0.9957777
20289,0.9996611
20290,0.99928564
20291,0.9995741
20292,0.97827065
20293,0.9794958
20294,0.99587315
20295,0.99975103
20296,0.971183
20297,0.9444898
20298,0.99806434
20299,0.9594763
20300,0.99987054
20301,0.9962347
20302,0.96382016
20303,0.9998599
20304,0.9894456
20305,0.9993309
20306,0.9988458
20307,0.9998934
20308,0.9998697
20309,0.9995283
20310,0.9997068
20311,0.99477285
20312,0.97871304
20313,0.982818
20314,0.996376
20315,0.9984848
20316,0.9902542
20317,0.9998853
20318,0.99991035
20319,0.99980396
20320,0.98803383
20321,0.9998418
20322,0.9964708
20323,0.95798945
20324,0.9602286
20325,0.9998196
20326,0.94202983
20327,0.9629521
20328,0.993252
20329,0.98927444
20330,0.8900736
20331,0.9891754
20332,0.9815005
20333,0.8810688
20334,0.99976665
20335,0.9992054
20336,0.9838831
20337,0.99762386
20338,0.99079496
20339,0.9817653
20340,0.9993574
20341,0.9850007
20342,0.98571837
20343,0.9956143
20344,0.997322
20345,0.97354525
20346,0.99496967
20347,0.9999305
20348,0.9971414
20349,0.9494645
20350,0.9917001
20351,0.9987212
20352,0.99994326
20353,0.9991542
20354,0.99788994
20355,0.9996964
20356,0.81101376
20357,0.99954695
20358,0.9997353
20359,0.9329916
20360,0.99953747
20361,0.9765158
20362,0.9996214
20363,0.71649724
20364,0.9951669
20365,0.9988564
20366,0.9994875
20367,0.9996031
20368,0.9989936
20369,0.9992818
20370,0.85844827
20371,0.99984515
20372,0.99051195
20373,0.9933728
20374,0.9860312
20375,0.9905414
20376,0.99981874
20377,0.9987942
20378,0.9962142
20379,0.9999304
20380,0.9604126
20381,0.99997056
20382,0.99719054
20383,0.9956018
20384,0.99102247
20385,0.99693537
20386,0.9992347
20387,0.99927765
20388,0.9294564
20389,0.9999603
20390,0.99990726
20391,0.9995419
20392,0.9946642
20393,0.9991062
20394,0.9960763
20395,0.9999454
20396,0.99996257
20397,0.95341766
20398,0.99575716
20399,0.9620829
20400,0.9688751
20401,0.99866366
20402,0.9992011
20403,0.9993079
20404,0.9780246
20405,0.99757355
20406,0.9917207
20407,0.9694625
20408,0.99945503
20409,0.99978024
20410,0.99835485
20411,0.9949885
20412,0.99306256
20413,0.9587439
20414,0.99985814
20415,0.995387
20416,0.11564431
20417,0.99521744
20418,0.94493175
20419,0.61879176
20420,0.99950445
20421,0.9998925
20422,0.9850503
20423,0.99614394
20424,0.9999491
20425,0.9908065
20426,0.9999285
20427,0.9685969
20428,0.9977617
20429,0.9867213
20430,0.9999393
20431,0.9988673
20432,0.99151844
20433,0.98837435
20434,0.9657903
20435,0.97413266
20436,0.9997881
20437,0.9909593
20438,0.9998641
20439,0.99746156
20440,0.9967055
20441,0.992124
20442,0.99318755
20443,0.8454462
20444,0.9998504
20445,0.9999138
20446,0.99941444
20447,0.9844535
20448,0.9450827
20449,0.9883852
20450,0.9981464
20451,0.9956442
20452,0.9998745
20453,0.93094844
20454,0.9836963
20455,0.99185455
20456,0.99367684
20457,0.9694092
20458,0.99973303
20459,0.99697685
20460,0.91416854
20461,0.9999502
20462,0.99260724
20463,0.9977763
20464,0.9665113
20465,0.9324026
20466,0.99627656
20467,0.9998605
20468,0.9346546
20469,0.99731666
20470,0.9479923
20471,0.99960726
20472,0.9959545
20473,0.9997882
20474,0.12435983
20475,0.9974833
20476,0.99980396
20477,0.99995387
20478,0.9949114
20479,0.9999007
20480,0.965671
20481,0.98394483
20482,0.9966961
20483,0.99997306
20484,0.99955183
20485,0.99854267
20486,0.9999721
20487,0.9530129
20488,0.9913299
20489,0.9807339
20490,0.97911286
20491,0.9966168
20492,0.9814904
20493,0.9991885
20494,0.9995927
20495,0.9993718
20496,0.998823
20497,0.99965286
20498,0.9979918
20499,0.9986664
20500,0.9997236
20501,0.9747775
20502,0.9810276
20503,0.9939366
20504,0.99997306
20505,0.9573473
20506,0.9952035
20507,0.9857647
20508,0.9952057
20509,0.94356465
20510,0.9973465
20511,0.97881615
20512,0.9581988
20513,0.9299345
20514,0.9693862
20515,0.99286205
20516,0.99688905
20517,0.9863945
20518,0.9565508
20519,0.99990785
20520,0.9793409
20521,0.9996464
20522,0.9999924
20523,0.99997115
20524,0.9896979
20525,0.9996644
20526,0.9993181
20527,0.99861705
20528,0.9437553
20529,0.9888403
20530,0.99519867
20531,0.98279816
20532,0.99146736
20533,0.99920815
20534,0.9854365
20535,0.9464999
20536,0.95465696
20537,0.99959177
20538,0.9998907
20539,0.9985637
20540,0.9643605
20541,0.8863411
20542,0.995952
20543,0.99112755
20544,0.98216563
20545,0.9989858
20546,0.93211913
20547,0.9993573
20548,0.999022
20549,0.9928411
20550,0.99992394
20551,0.99981374
20552,0.9844036
20553,0.9997656
20554,0.99256235
20555,0.80653
20556,0.9957522
20557,0.9999411
20558,0.9765654
20559,0.9995734
20560,0.9892481
20561,0.999897
20562,0.9926103
20563,0.99974674
20564,0.98883283
20565,0.99987876
20566,0.99779284
20567,0.9958817
20568,0.98469466
20569,0.9981774
20570,0.9931978
20571,0.9998436
20572,0.9949722
20573,0.97068083
20574,0.9997774
20575,0.99614656
20576,0.99844617
20577,0.95642
20578,0.9796714
20579,0.99966955
20580,0.99959487
20581,0.9862476
20582,0.97325057
20583,0.99609107
20584,0.9995913
20585,0.9937359
20586,0.9838922
20587,0.9941969
20588,0.9315827
20589,0.99994516
20590,0.9154715
20591,0.99990034
20592,0.9965268
20593,0.9994118
20594,0.9986934
20595,0.9989844
20596,0.9956103
20597,0.6638482
20598,0.99989617
