Id,Y
20001,0.99959606
20002,0.9888254
20003,0.99981016
20004,0.9988674
20005,0.976654
20006,0.98637724
20007,0.99983096
20008,0.9172354
20009,0.9250672
20010,0.9253935
20011,0.9936947
20012,0.99971324
20013,0.97135687
20014,0.9997147
20015,0.9902672
20016,0.989474
20017,0.9582736
20018,0.9957818
20019,0.99976593
20020,0.9992698
20021,0.9744981
20022,0.9994836
20023,0.99032307
20024,0.99950504
20025,0.9927205
20026,0.999728
20027,0.99995935
20028,0.9988174
20029,0.9946466
20030,0.99989533
20031,0.9299448
20032,0.9987691
20033,0.9994172
20034,0.99993813
20035,0.9999764
20036,0.96732414
20037,0.9719392
20038,0.99991107
20039,0.9988821
20040,0.9399367
20041,0.91018885
20042,0.99700266
20043,0.97056806
20044,0.99933225
20045,0.34478056
20046,0.8717371
20047,0.9955804
20048,0.99992096
20049,0.98553824
20050,0.99965405
20051,0.999451
20052,0.9997335
20053,0.99999726
20054,0.8571258
20055,0.94544476
20056,0.95852005
20057,0.9999746
20058,0.9985489
20059,0.9999627
20060,0.93066454
20061,0.9999927
20062,0.8139843
20063,0.9909979
20064,0.98394567
20065,0.9747517
20066,0.99954385
20067,0.94837785
20068,0.9998599
20069,0.92457163
20070,0.9875661
20071,0.9992021
20072,0.9989048
20073,0.9997584
20074,0.99634796
20075,0.9999019
20076,0.9924346
20077,0.99971443
20078,0.9999535
20079,0.99952364
20080,0.99976534
20081,0.99832827
20082,0.9996556
20083,0.9999815
20084,0.9884575
20085,0.98162913
20086,0.99593985
20087,0.941416
20088,0.97208
20089,0.97663206
20090,0.99902713
20091,0.9425881
20092,0.9985775
20093,0.9889538
20094,0.77370846
20095,0.9999261
20096,0.012284912
20097,0.99552935
20098,0.9451269
20099,0.935632
20100,0.94535875
20101,0.95952743
20102,0.49631622
20103,0.01920206
20104,0.98933524
20105,0.74392194
20106,0.99429965
20107,0.9997161
20108,0.9917157
20109,0.9318767
20110,0.97694254
20111,0.98955005
